Crop,Stage,N (kg/ha),P (kg/ha),K (kg/ha),pH,Organic_Carbon,Temp (°C),Rainfall (mm),Soil_Type,Fertilizer_Recommendation,Urea,DAP,MOP,SSP,Compost
Maize,Sowing,46,29,31,7.0,0.55,32,110,Sandy Loam,47kg SSP + 32kg Urea + 26kg MOP/acre,32,0,26,47,0
Mustard,Vegetative,54,18,45,7.9,0.4,27,104,Alluvial,36kg SSP + 44kg Urea/acre,44,0,0,36,0
Rice,Vegetative,35,40,48,6.7,1.14,21,39,Black Soil,38kg Urea/acre,38,0,0,0,0
Rice,Vegetative,45,7,25,5.8,1.35,18,93,Loamy,38kg DAP + 51kg Urea/acre,51,38,0,0,0
Wheat,Sowing,14,7,36,5.7,0.42,37,13,Loamy,47kg DAP + 48kg Urea + 50kg MOP/acre,48,47,50,0,0
Mustard,Flowering,79,12,35,7.0,1.09,37,13,Black Soil,41kg SSP/acre,0,0,0,41,0
Cotton,Boll Formation,14,8,33,7.2,0.42,34,54,Black Soil,30kg DAP + 34kg Urea + 30kg MOP/acre,34,30,30,0,0
Mustard,Sowing,37,22,38,7.4,0.39,35,42,Black Soil,28kg SSP + 47kg Urea/acre,47,0,0,28,0
Mustard,Flowering,57,38,5,6.4,0.86,33,19,Alluvial,32kg SSP + 22kg Urea/acre,22,0,0,32,0
Rice,Sowing,57,10,39,6.8,0.42,26,63,Black Soil,26kg DAP + 28kg Urea/acre,28,26,0,0,0
Cotton,Boll Formation,54,46,23,7.8,0.79,33,55,Sandy Loam,42kg DAP + 28kg MOP + 20kg Urea/acre,20,42,28,0,0
Maize,Vegetative,53,49,43,7.8,0.63,18,21,Alluvial,57kg SSP/acre,0,0,0,57,0
Wheat,Sowing,65,40,36,6.2,0.5,29,84,Loamy,59kg Urea/acre,59,0,0,0,0
Maize,Sowing,76,44,31,7.1,0.94,30,32,Loamy,50kg Urea + 36kg MOP/acre,50,0,36,0,0
Wheat,Tillering,32,44,45,5.9,0.58,34,25,Black Soil,27kg Urea + 21kg MOP/acre,27,0,21,0,0
Maize,Grain Fill,29,13,11,5.9,1.24,33,71,Clay Loam,26kg MOP + 51kg SSP/acre,0,0,26,51,0
Wheat,Grain Fill,17,41,13,7.3,1.19,20,114,Alluvial,53kg MOP + 38kg DAP/acre,0,38,53,0,0
Rice,Grain Fill,34,22,11,5.8,0.93,31,77,Clay Loam,49kg DAP + 36kg MOP + 41kg Urea/acre,41,49,36,0,0
Maize,Vegetative,43,35,38,5.7,0.68,21,60,Clay Loam,39kg MOP + 42kg Urea + 31kg SSP/acre,42,0,39,31,0
Rice,Flowering,41,33,9,7.8,0.9,21,79,Alluvial,28kg Urea + 38kg MOP + 25kg DAP/acre,28,25,38,0,0
Cotton,Vegetative,74,32,21,7.6,0.41,19,26,Sandy Loam,58kg Urea + 35kg DAP/acre,58,35,0,0,0
Wheat,Tillering,42,22,44,7.3,1.4,27,39,Loamy,53kg Urea + 39kg MOP/acre,53,0,39,0,0
Cotton,Boll Formation,65,6,43,6.8,0.4,23,120,Clay Loam,27kg Urea/acre,27,0,0,0,0
Rice,Flowering,79,8,48,6.8,1.0,26,60,Sandy Loam,21kg Urea + 22kg DAP + 21kg MOP/acre,21,22,21,0,0
Maize,Vegetative,46,28,18,7.8,1.43,19,95,Loamy,30kg MOP/acre,0,0,30,0,0
Cotton,Flowering,52,9,37,7.6,0.48,32,93,Alluvial,44kg MOP + 36kg DAP/acre,0,36,44,0,0
Mustard,Vegetative,37,21,40,5.9,1.4,26,57,Black Soil,48kg Urea/acre,48,0,0,0,0
Rice,Flowering,29,30,13,7.9,1.16,34,76,Clay Loam,44kg MOP + 58kg Urea + 45kg DAP/acre,58,45,44,0,0
Cotton,Vegetative,34,25,23,5.7,0.72,18,70,Clay Loam,38kg MOP + 23kg Urea + 49kg DAP/acre,23,49,38,0,0
Wheat,Grain Fill,60,16,37,7.8,0.52,18,116,Clay Loam,46kg DAP + 43kg MOP + 21kg Urea/acre,21,46,43,0,0
Mustard,Sowing,39,20,5,6.8,0.42,35,95,Clay Loam,46kg Urea + 33kg SSP/acre,46,0,0,33,0
Cotton,Vegetative,79,8,45,7.9,0.43,23,110,Alluvial,29kg Urea + 39kg MOP + 21kg DAP/acre,29,21,39,0,0
Wheat,Sowing,31,15,8,6.4,1.34,35,99,Alluvial,42kg DAP + 50kg MOP + 53kg Urea/acre,53,42,50,0,0
Maize,Flowering,58,41,44,5.8,0.52,29,4,Clay Loam,27kg Urea + 27kg SSP/acre,27,0,0,27,0
Rice,Vegetative,15,38,22,5.7,0.53,38,117,Alluvial,31kg MOP/acre,0,0,31,0,0
Mustard,Vegetative,54,8,50,7.4,0.41,25,96,Black Soil,40kg Urea + 50kg SSP/acre,40,0,0,50,0
Mustard,Flowering,11,18,35,6.7,1.25,20,87,Sandy Loam,53kg SSP + 58kg Urea/acre,58,0,0,53,0
Maize,Flowering,57,13,43,6.6,0.52,18,62,Sandy Loam,43kg SSP + 42kg Urea/acre,42,0,0,43,0
Rice,Flowering,28,33,36,7.8,0.51,20,109,Black Soil,32kg DAP + 32kg Urea + 44kg MOP/acre,32,32,44,0,0
Cotton,Vegetative,24,15,14,5.7,1.29,21,70,Sandy Loam,30kg DAP + 20kg Urea + 58kg MOP/acre,20,30,58,0,0
Maize,Vegetative,65,41,45,6.1,1.43,34,63,Loamy,31kg SSP/acre,0,0,0,31,0
Rice,Vegetative,26,9,16,7.4,1.39,28,7,Clay Loam,43kg Urea + 47kg DAP + 52kg MOP/acre,43,47,52,0,0
Mustard,Flowering,63,28,28,5.8,1.3,38,60,Clay Loam,40kg SSP/acre,0,0,0,40,0
Cotton,Boll Formation,65,23,37,7.7,0.62,32,103,Black Soil,44kg MOP + 57kg DAP + 51kg Urea/acre,51,57,44,0,0
Maize,Vegetative,62,7,27,6.9,1.29,38,101,Loamy,23kg SSP/acre,0,0,0,23,0
Maize,Sowing,29,38,7,6.5,1.23,29,36,Alluvial,23kg Urea + 28kg MOP/acre,23,0,28,0,0
Wheat,Sowing,80,21,19,5.5,1.12,20,105,Sandy Loam,55kg Urea/acre,55,0,0,0,0
Maize,Flowering,40,36,25,6.1,1.13,30,85,Black Soil,50kg MOP/acre,0,0,50,0,0
Mustard,Sowing,22,42,30,5.9,0.42,36,12,Black Soil,60kg Urea + 22kg SSP/acre,60,0,0,22,0
Mustard,Vegetative,62,44,7,7.6,0.49,35,2,Alluvial,52kg Urea/acre,52,0,0,0,0
Maize,Flowering,75,11,33,6.1,1.19,24,77,Alluvial,34kg SSP + 25kg Urea/acre,25,0,0,34,0
Rice,Flowering,58,43,25,5.9,1.13,27,87,Clay Loam,48kg DAP/acre,0,48,0,0,0
Maize,Grain Fill,73,28,30,8.0,0.37,20,99,Sandy Loam,48kg SSP/acre,0,0,0,48,0
Mustard,Vegetative,35,8,14,6.5,0.63,24,92,Black Soil,46kg SSP + 31kg Urea/acre,31,0,0,46,0
Cotton,Vegetative,21,19,48,5.6,0.66,38,97,Loamy,46kg MOP + 46kg Urea + 58kg DAP/acre,46,58,46,0,0
Rice,Flowering,17,47,50,7.2,0.7,29,45,Loamy,51kg MOP + 24kg Urea/acre,24,0,51,0,0
Maize,Vegetative,21,34,24,7.6,0.37,20,24,Black Soil,49kg Urea/acre,49,0,0,0,0
Wheat,Flowering,25,35,13,7.7,0.67,28,1,Black Soil,41kg DAP + 55kg MOP + 33kg Urea/acre,33,41,55,0,0
Wheat,Grain Fill,41,8,19,5.8,1.12,38,100,Loamy,25kg DAP + 54kg Urea + 24kg MOP/acre,54,25,24,0,0
Rice,Sowing,62,17,6,7.5,1.18,32,102,Sandy Loam,56kg MOP/acre,0,0,56,0,0
Wheat,Grain Fill,55,38,26,5.8,0.51,29,73,Alluvial,34kg MOP + 50kg DAP/acre,0,50,34,0,0
Cotton,Flowering,62,44,35,5.9,1.38,22,14,Sandy Loam,53kg MOP/acre,0,0,53,0,0
Rice,Flowering,74,6,9,6.7,0.8,27,105,Alluvial,41kg MOP + 47kg Urea + 37kg DAP/acre,47,37,41,0,0
Rice,Vegetative,61,16,20,6.6,0.58,24,76,Loamy,56kg DAP + 25kg MOP + 33kg Urea/acre,33,56,25,0,0
Mustard,Sowing,30,40,34,6.1,1.17,37,61,Clay Loam,43kg Urea + 36kg SSP/acre,43,0,0,36,0
Wheat,Sowing,80,50,12,5.7,0.73,28,47,Black Soil,31kg DAP/acre,0,31,0,0,0
Mustard,Vegetative,39,26,21,5.7,1.12,22,104,Clay Loam,54kg SSP + 27kg Urea/acre,27,0,0,54,0
Cotton,Vegetative,35,43,14,7.2,0.67,37,33,Sandy Loam,20kg DAP + 24kg Urea/acre,24,20,0,0,0
Cotton,Sowing,29,14,24,5.8,0.74,21,64,Clay Loam,48kg Urea + 55kg MOP + 50kg DAP/acre,48,50,55,0,0
Cotton,Sowing,43,18,39,6.0,0.61,24,64,Black Soil,32kg Urea + 30kg DAP/acre,32,30,0,0,0
Wheat,Sowing,13,40,13,6.1,1.3,31,110,Sandy Loam,33kg MOP + 20kg DAP/acre,0,20,33,0,0
Rice,Vegetative,71,34,22,6.4,0.37,37,54,Black Soil,40kg DAP + 60kg Urea + 40kg MOP/acre,60,40,40,0,0
Rice,Flowering,62,11,36,6.5,0.49,36,78,Black Soil,23kg DAP + 50kg MOP/acre,0,23,50,0,0
Wheat,Flowering,24,46,49,6.1,0.57,22,108,Alluvial,27kg MOP + 53kg DAP + 37kg Urea/acre,37,53,27,0,0
Mustard,Sowing,27,8,34,5.8,0.36,31,45,Black Soil,21kg SSP + 52kg Urea/acre,52,0,0,21,0
Rice,Vegetative,64,27,14,7.5,0.68,37,59,Loamy,48kg MOP/acre,0,0,48,0,0
Rice,Flowering,48,47,8,5.8,1.06,37,39,Sandy Loam,32kg DAP/acre,0,32,0,0,0
Mustard,Sowing,38,25,45,6.6,0.51,27,27,Loamy,25kg Urea + 50kg SSP/acre,25,0,0,50,0
Maize,Vegetative,63,46,12,5.8,0.56,20,119,Clay Loam,26kg MOP + 21kg SSP + 39kg Urea/acre,39,0,26,21,0
Mustard,Flowering,24,44,30,6.7,1.2,38,97,Black Soil,42kg SSP + 49kg Urea/acre,49,0,0,42,0
Mustard,Sowing,12,9,38,7.4,1.12,36,62,Sandy Loam,57kg Urea + 21kg SSP/acre,57,0,0,21,0
Rice,Flowering,20,9,16,7.5,1.27,23,2,Sandy Loam,50kg Urea/acre,50,0,0,0,0
Maize,Vegetative,56,47,30,5.8,0.53,23,117,Sandy Loam,58kg SSP/acre,0,0,0,58,0
Wheat,Flowering,10,19,8,6.3,1.43,28,105,Clay Loam,58kg Urea + 30kg DAP + 52kg MOP/acre,58,30,52,0,0
Rice,Vegetative,24,36,42,5.5,1.08,25,19,Black Soil,28kg MOP/acre,0,0,28,0,0
Wheat,Grain Fill,50,41,11,5.8,1.39,19,38,Loamy,47kg Urea + 31kg MOP + 26kg DAP/acre,47,26,31,0,0
Rice,Flowering,32,27,20,6.1,0.82,38,62,Sandy Loam,47kg Urea + 30kg DAP + 47kg MOP/acre,47,30,47,0,0
Rice,Grain Fill,14,32,30,7.2,1.42,30,67,Clay Loam,42kg MOP/acre,0,0,42,0,0
Rice,Flowering,24,43,8,7.8,0.79,36,71,Loamy,33kg MOP/acre,0,0,33,0,0
Rice,Vegetative,36,18,19,6.6,1.03,26,11,Sandy Loam,28kg Urea/acre,28,0,0,0,0
Wheat,Grain Fill,72,32,34,7.3,0.68,37,62,Alluvial,26kg Urea + 30kg MOP/acre,26,0,30,0,0
Wheat,Flowering,71,13,9,6.2,1.26,35,108,Loamy,28kg DAP + 55kg MOP + 30kg Urea/acre,30,28,55,0,0
Wheat,Flowering,61,18,6,7.2,1.13,23,100,Loamy,20kg Urea + 47kg MOP/acre,20,0,47,0,0
Rice,Vegetative,25,30,32,7.6,0.62,27,85,Loamy,50kg Urea + 36kg DAP + 53kg MOP/acre,50,36,53,0,0
Maize,Grain Fill,36,10,29,6.2,1.09,23,68,Sandy Loam,43kg SSP + 53kg MOP + 29kg Urea/acre,29,0,53,43,0
Wheat,Flowering,46,20,24,5.7,0.96,36,86,Clay Loam,44kg Urea + 31kg MOP/acre,44,0,31,0,0
Cotton,Vegetative,71,8,28,6.1,0.88,33,78,Sandy Loam,47kg DAP + 29kg MOP + 59kg Urea/acre,59,47,29,0,0
Cotton,Flowering,20,9,11,6.7,0.32,21,102,Alluvial,52kg Urea + 30kg MOP/acre,52,0,30,0,0
Cotton,Boll Formation,68,14,22,6.4,1.02,21,63,Clay Loam,28kg Urea/acre,28,0,0,0,0
Rice,Flowering,70,40,43,7.6,0.43,25,32,Black Soil,36kg DAP + 30kg MOP + 43kg Urea/acre,43,36,30,0,0
Cotton,Flowering,58,11,38,6.1,0.37,19,110,Alluvial,26kg MOP/acre,0,0,26,0,0
Maize,Sowing,10,39,41,7.0,0.77,28,25,Alluvial,23kg MOP/acre,0,0,23,0,0
Mustard,Sowing,27,6,25,6.3,0.56,27,76,Sandy Loam,34kg Urea + 54kg SSP/acre,34,0,0,54,0
Rice,Vegetative,66,18,24,6.5,0.9,38,22,Alluvial,47kg MOP/acre,0,0,47,0,0
Cotton,Vegetative,47,40,22,5.9,0.86,24,20,Loamy,26kg Urea + 37kg MOP/acre,26,0,37,0,0
Wheat,Tillering,29,11,35,7.6,1.03,21,53,Sandy Loam,37kg MOP + 44kg DAP + 49kg Urea/acre,49,44,37,0,0
Mustard,Sowing,53,17,30,7.0,1.09,22,8,Black Soil,46kg SSP/acre,0,0,0,46,0
Wheat,Flowering,25,11,9,7.7,0.65,23,0,Sandy Loam,42kg MOP + 45kg Urea/acre,45,0,42,0,0
Mustard,Flowering,17,11,28,5.5,0.92,23,57,Clay Loam,43kg SSP/acre,0,0,0,43,0
